timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid	receiver_unix_time
6563.454541000	6563.440426977	1.172	1.608	0.264	0.081	0.027244	1	4294967295	1508338761
6563.754414000	6563.740405580	1.267	1.669	0.267	0.090	0.029650	1	4294967295	1508338761
6564.054146000	6564.040380971	1.355	1.718	0.269	0.095	0.048028	1	4294967295	1508338761
6564.353891000	6564.340366647	1.456	1.784	0.274	0.105	0.036717	1	4294967295	1508338762
6564.653641000	6564.640358608	1.568	1.845	0.281	0.112	0.028290	1	4294967295	1508338762
6564.953437000	6564.940348801	1.676	1.896	0.287	0.116	0.041369	1	4294967295	1508338762
6565.253129000	6565.240326231	1.771	1.953	0.289	0.122	0.028364	1	4294967295	1508338763
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6565.552926000	6565.540305321	1.871	2.013	0.292	0.127	0.013405	1	4294967295	1508338763
6565.852622000	6565.840293183	1.981	2.060	0.297	0.129	0.052198	1	4294967295	1508338763
6566.152465000	6566.140270249	2.068	2.124	0.297	0.135	0.027681	1	4294967295	1508338764
6566.452376000	6566.440261557	2.170	2.169	0.300	0.136	0.029942	1	4294967295	1508338764
6566.752089000	6566.740251607	2.275	2.212	0.303	0.136	0.020158	1	4294967295	1508338764
6567.051952000	6567.040246611	2.380	2.265	0.307	0.139	0.016881	1	4294967295	1508338765
6567.351740000	6567.340239621	2.485	2.310	0.309	0.140	0.027111	1	4294967295	1508338765
6567.651484000	6567.640230689	2.594	2.348	0.313	0.138	0.024581	1	4294967295	1508338765
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6568.571081000	6568.540230697	2.878	2.466	0.313	0.137	0.011161	1	4294967295	1508338766
6568.871174000	6568.840230395	2.965	2.510	0.312	0.137	0.004523	1	4294967295	1508338766
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6569.471543000	6569.440209354	3.106	2.598	0.303	0.138	0.026234	1	4294967295	1508338767
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6569.750358000	6569.740190919	3.200	2.640	0.304	0.137	0.018135	1	4294967295	1508338767
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6570.050186000	6570.040163504	3.272	2.690	0.300	0.138	0.014529	1	4294967295	1508338767
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6570.949806000	6570.940222349	3.899	2.877	0.374	0.162	0.438266	1	4294967295	1508338768
6571.249717000	6571.240297260	4.279	2.931	0.429	0.169	0.296952	1	4294967295	1508338769
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6571.549607000	6571.540347518	4.623	2.949	0.474	0.165	0.216497	1	4294967295	1508338769
6571.849595000	6571.840336422	4.738	2.937	0.467	0.147	0.081602	1	4294967295	1508338769
6572.149499000	6572.140269528	4.651	2.998	0.418	0.144	0.088852	1	4294967295	1508338770
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6572.473467000	6572.440221830	4.596	3.045	0.379	0.139	0.094190	1	4294967295	1508338770
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
6572.773156000	6572.740184549	4.552	3.065	0.343	0.128	0.080917	1	4294967295	1508338770
-1.000000000	0.000000000	0.000	0.000	0.000	0.000	0.000000	0	0	0
