timeref	est_sendtime	pos_x	pos_y	vel_x	vel_y	sigma	valid	senderGuid
7646.977712543	0.000000000	4.929	-1.025	0.444	-0.119	2.447305	1	4294967295
7647.277375521	0.000000000	4.944	-1.269	0.408	-0.173	2.392924	1	4294967295
7647.576990826	0.000000000	4.884	-1.515	0.354	-0.224	2.590499	1	4294967295
7647.876766974	0.000000000	4.786	-1.746	0.295	-0.266	2.582708	1	4294967295
7648.176503117	0.000000000	4.676	-1.971	0.237	-0.304	2.550529	1	4294967295
7648.476767037	0.000000000	4.471	-2.152	0.159	-0.327	2.662741	1	4294967295
7648.776822877	0.000000000	4.224	-2.305	0.076	-0.340	2.771466	1	4294967295
7649.076799501	0.000000000	3.880	-2.424	-0.026	-0.342	2.995743	1	4294967295
7649.377025234	0.000000000	3.654	-2.517	-0.089	-0.338	2.427074	1	4294967295
7649.677371850	0.000000000	3.370	-2.560	-0.162	-0.320	2.548251	1	4294967295
7649.977726698	0.000000000	3.187	-2.562	-0.202	-0.292	2.587137	1	4294967295
7650.278133205	0.000000000	2.922	-2.584	-0.261	-0.272	2.486951	1	4294967295
7650.578482586	0.000000000	2.638	-2.602	-0.320	-0.250	2.440604	1	4294967295
7650.879017991	0.000000000	2.437	-2.623	-0.349	-0.234	1.737579	1	4294967295
7651.179516405	0.000000000	2.150	-2.555	-0.400	-0.193	2.279736	1	4294967295
7651.479953764	0.000000000	1.857	-2.525	-0.447	-0.165	2.082944	1	4294967295
7651.780491676	0.000000000	1.463	-2.507	-0.518	-0.140	2.346781	1	4294967295
7652.080955765	0.000000000	1.088	-2.474	-0.579	-0.113	2.207438	1	4294967295
7652.381520050	0.000000000	0.702	-2.464	-0.640	-0.093	2.307218	1	4294967295
7652.681735830	0.000000000	0.369	-2.425	-0.683	-0.067	2.034061	1	4294967295
7652.982135286	0.000000000	0.086	-2.362	-0.711	-0.039	1.646953	1	4294967295
7653.282237211	0.000000000	-0.130	-2.273	-0.719	-0.007	1.510165	1	4294967295
7653.582325584	0.000000000	-0.297	-2.182	-0.712	0.021	1.323642	1	4294967295
7653.882375168	0.000000000	-0.468	-2.123	-0.705	0.038	1.143725	1	4294967295
7654.182109739	0.000000000	-0.546	-2.014	-0.675	0.066	1.494086	1	4294967295
7654.481794329	0.000000000	-0.582	-1.906	-0.635	0.091	1.701022	1	4294967295
7654.781582961	0.000000000	-0.592	-1.787	-0.590	0.116	1.838510	1	4294967295
7655.081365063	0.000000000	-0.573	-1.667	-0.540	0.140	1.957277	1	4294967295
